Date,Price,Open,High,Low,Vol.,Change %
17-Apr-99,966.95,"1,065.50","1,069.55",961.4,38.24M,-7.42%
16-Apr-99,1044.45,970.95,"1,044.85",965.15,23.36M,7.83%
15-Apr-99,968.6,968.4,980.65,964.35,13.79M,-2.58%
13-Apr-99,994.25,991.05,"1,006.15",989.9,17.91M,-0.40%
12-Apr-99,998.2,984.55,999.65,972.7,13.24M,0.48%
9-Apr-99,993.4,"1,021.55","1,022.15",989.75,17.73M,-2.64%
8-Apr-99,1020.35,"1,033.00","1,036.95","1,015.30",14.70M,-1.04%
7-Apr-99,1031.05,"1,027.35","1,043.40","1,027.00",23.96M,0.67%
6-Apr-99,1024.2,999.8,"1,025.95",993,24.93M,1.27%
5-Apr-99,1011.4,"1,030.65","1,036.45","1,008.35",19.41M,-4.89%
1-Apr-99,1063.45,"1,082.55","1,084.05","1,062.45",21.15M,-1.35%
31-Mar-99,1078.05,"1,076.95","1,090.40","1,073.65",29.69M,2.22%
30-Mar-99,1054.6,"1,036.00","1,054.65","1,028.45",35.05M,1.28%
26-Mar-99,1041.25,"1,054.95","1,057.80","1,033.00",22.54M,-1.29%
25-Mar-99,1054.9,"1,057.95","1,068.15","1,053.30",20.30M,-0.74%
24-Mar-99,1062.8,"1,091.15","1,091.90","1,047.05",32.96M,-0.95%
23-Mar-99,1072.95,"1,063.95","1,079.85","1,063.90",34.87M,0.94%
22-Mar-99,1063,"1,052.60","1,066.60","1,044.10",24.38M,0.25%
20-Mar-99,1060.35,"1,063.15","1,063.65","1,053.60",5.49M,-0.24%
19-Mar-99,1062.9,"1,080.70","1,083.15","1,056.40",34.87M,-1.09%
18-Mar-99,1074.6,"1,061.40","1,074.60","1,058.25",32.80M,1.32%
17-Mar-99,1060.65,"1,078.20","1,088.55","1,057.75",33.75M,0.71%
16-Mar-99,1053.15,"1,068.85","1,075.70","1,052.90",39.90M,-1.94%
15-Mar-99,1073.95,"1,073.15","1,082.50","1,063.45",34.70M,0.12%
12-Mar-99,1072.65,"1,066.85","1,074.15","1,057.10",35.76M,1.23%
11-Mar-99,1059.6,"1,080.15","1,085.40","1,059.60",39.36M,-1.78%
10-Mar-99,1078.85,"1,099.15","1,099.80","1,062.70",48.97M,0.05%
9-Mar-99,1078.35,"1,074.25","1,084.65","1,071.75",44.68M,0.58%
8-Mar-99,1072.1,"1,064.35","1,080.30","1,056.85",53.11M,1.67%
5-Mar-99,1054.45,"1,043.45","1,061.40","1,033.80",55.46M,1.27%
4-Mar-99,1041.2,"1,056.85","1,060.55","1,030.45",42.62M,-1.01%
3-Mar-99,1051.85,"1,066.40","1,073.05","1,051.80",57.52M,3.55%
1-Mar-99,1015.8,992.45,"1,018.40",984.45,47.63M,3.52%
27-Feb-99,981.3,947.35,981.55,932.2,59.55M,4.26%
26-Feb-99,941.2,955.4,955.75,938.2,32.20M,-1.37%
25-Feb-99,954.3,954.7,962.6,951.9,34.38M,-0.35%
24-Feb-99,957.65,959.8,961.4,947.95,36.95M,0.84%
23-Feb-99,949.65,949.3,952.65,938.65,37.79M,-0.44%
22-Feb-99,953.85,978.5,978.85,953.6,34.74M,-2.30%
19-Feb-99,976.3,979.4,985.4,975.85,40.21M,0.29%
18-Feb-99,973.45,974.15,989.15,968.7,40.52M,0.45%
17-Feb-99,969.05,970.1,978.75,953.1,37.83M,1.06%
16-Feb-99,958.9,952.55,960.25,951.5,29.40M,0.46%
15-Feb-99,954.55,974.1,976.85,954.55,31.55M,-1.62%
12-Feb-99,970.25,965.7,972.75,962.35,26.22M,1.06%
11-Feb-99,960.05,966.85,973.7,958.15,40.02M,0.06%
10-Feb-99,959.45,938.8,959.6,935.2,33.20M,3.75%
9-Feb-99,924.75,914.7,924.75,907.45,29.54M,0.90%
8-Feb-99,916.5,937.75,940.9,916.5,23.98M,-2.11%
5-Feb-99,936.3,939.65,943.7,930.1,23.48M,-0.36%
4-Feb-99,939.7,957.15,958.8,937.5,29.43M,-1.33%
3-Feb-99,952.4,948,955.55,940.75,27.34M,2.28%
2-Feb-99,931.2,940.1,945.15,924.95,30.68M,-0.95%
1-Feb-99,940.15,962.4,968.05,940.15,23.18M,-2.70%
29-Jan-99,966.2,956.8,966.35,952.7,24.05M,1.16%
28-Jan-99,955.1,971.2,976.75,954.25,27.41M,-1.67%
27-Jan-99,971.3,968.55,985.25,967.65,41.78M,2.26%
25-Jan-99,949.8,954.35,956.65,935,40.89M,-0.76%
22-Jan-99,957.05,976.6,980.45,955.15,40.61M,-1.05%
21-Jan-99,967.2,935.15,967.2,932.8,49.36M,4.66%
19-Jan-99,924.1,944.15,948,923.2,39.49M,-2.20%
18-Jan-99,944.9,938.65,945.05,922.8,34.51M,1.13%
15-Jan-99,934.3,961.7,967.85,932.25,40.47M,-2.14%
14-Jan-99,954.75,948,968.4,944.5,45.30M,-0.67%
13-Jan-99,961.2,980.3,986.25,958.05,47.24M,-0.34%
12-Jan-99,964.45,976.7,985.55,953.9,48.16M,-2.15%
11-Jan-99,985.6,"1,005.15","1,016.30",985.6,68.20M,-0.45%
8-Jan-99,990.05,969.95,990.05,966.4,65.94M,3.70%
7-Jan-99,954.7,932.95,961.15,932.95,65.48M,2.85%
6-Jan-99,928.25,923.3,930.55,915.65,43.23M,2.32%
5-Jan-99,907.2,901,907.2,893.15,36.72M,1.05%
4-Jan-99,897.8,896.4,905.45,895.75,32.23M,0.79%
